file_name,Notes,Category
omadmclient.exe,,Remote and Mobile Device Management
onedrive.exe,,"OneDrive binaries (signed, auto-elevated, widely distributed)"
onedrivecloudsyncsvc.exe,,"OneDrive binaries (signed, auto-elevated, widely distributed)"
onedriveconnector.exe,,File sync / storage services
onedriveenterprise.exe,,"Cloud/hybrid sync, encrypted file agents"
onedrivefeedback.exe,,"OneDrive-related EXEs (signed, trusted, used in updates & sync)"
onedrivefilesfetcher.exe,,"OneDrive binaries (signed, auto-elevated, widely distributed)"
onedrivehealthsvc.exe,,"OneDrive-related EXEs (signed, trusted, used in updates & sync)"
onedrivelogsync.exe,,"OneDrive-related EXEs (signed, trusted, used in updates & sync)"
onedriverecoverysvc.exe,,"OneDrive-related EXEs (signed, trusted, used in updates & sync)"
onedrivesetup.exe,,OneDrive / Outlook / Mail / Edge subcomponents
onedrivestandaloneupdater.exe,,Microsoft auto-update & sync tools
onedrivesyncbroker.exe,,OneDrive / Outlook / Mail / Edge subcomponents
onedrivesynctrayhost.exe,,"OneDrive-related EXEs (signed, trusted, used in updates & sync)"
onedrivetelemetry.exe,,"OneDrive binaries (signed, auto-elevated, widely distributed)"
onedrivetelemetrycollector.exe,,"OneDrive-related EXEs (signed, trusted, used in updates & sync)"
onedriveupdate.exe,,"OneDrive-related EXEs (signed, trusted, used in updates & sync)"
onedriveupdater.exe,,Microsoft auto-update & sync tools
onedriveuxcontroller.exe,,"Smart App Control, OneDrive, sync, and SmartScreen"
onenote.exe,,Microsoft Office executables
onenoteim.exe,,Microsoft AutoUpdater components
onenotem.exe,,App support binaries in Windows & Office
onlineactivationhelper.exe,,Activation UI + account connection
onscreenkeyboardbroker.exe,,"Accessibility, personalization, and input customization"
oobe.exe,,"Microsoft OOBE components (used in OEM setups, pre-auth contexts)"
oobeautopilot.exe,,Enterprise/Autopilot-specific components
oobeldr.exe,,"Microsoft OOBE components (used in OEM setups, pre-auth contexts)"
oobenetworkconnectionflow.exe,,"Microsoft OOBE components (used in OEM setups, pre-auth contexts)"
ooberegion.exe,,Windows “First Run” and OOBE initialization binaries
oobesettings.exe,,"Microsoft OOBE components (used in OEM setups, pre-auth contexts)"
openfiledialoghost.exe,,Shell extension brokers and file picker helpers
openfiles.exe,,Command line utilities that implicitly DLL load
openglwrapper.exe,,ISV installers / framework bootstrappers
openvpn.exe,,VPN & Virtualization tools
openvpnupdate.exe,,VPN & tunneling client binaries (often overlooked by EDR)
openwith.exe,,"Shell extensions, UX transitions"
openwithhost.exe,,App/Program launch stubs and task handlers
openwithmenuhandler.exe,,"File association, shell launcher, “Open With” handlers"
openwithproxy.exe,,File type / default app managers
openwithresolver.exe,,"Context menu, drag-and-drop, shell extension helpers"
openwithuibridge.exe,,"File picker, DnD shell helpers"
opera.exe,,Web browsers & frameworks
opera_crashreporter.exe,,"Browsers, runtimes, misc third-party clients"
opnfiles.exe,,Rare COM/OLE Payload hosts
optionalfeatureshost.exe,,Feature servicing and repair components
optionalupdateux.exe,,Setup fallback & install recovery tools
orange.exe,,"Data analysis, ETL, automation tools"
origin.exe,,Game / launcher targets (surprisingly popular for sideloading due to trust factor)
originwebhelper.exe,,Games & Launchers (beyond Steam/Epic/etc)
osactivationuihost.exe,,Microsoft licensing / activation components (signed)
oscdimg.exe,,Even more Microsoft Windows binaries
osdlaunchhost.exe,,Enterprise deployment tools (SCCM / MDT / imaging tools)
oshealthreporter.exe,,More crash handlers & telemetry
osimagefallback.exe,,"System reset, rollback, and boot recovery agents"
osk.exe,,UAC bypass favorites
oskinputpanel.exe,,Accessibility and assistive tools
osperformancelogger.exe,,Performance logging and event correlation
"osppsvc.exe,Office Software Protection Platform",Office Software Protection Platform,Office Click-to-Run / Office 365 binaries
osqueryd.exe,,"Monitoring, log agents"
osrecoverysessionhost.exe,,"Recovery UX, rollback, crash restore helpers"
osrecoveryux.exe,,"System reset, rollback, and boot recovery agents"
osrestorehost.exe,,"Obscure diagnostics, recovery, and pre-boot tools"
osrollbacklauncher.exe,,"Recovery UX, rollback, crash restore helpers"
osrollbacksupport.exe,,"OS upgrade, rollback, and transition agents"
osrssclient.exe,,Update/Telemetry/internal feedback systems
osuninstaller.exe,,Advanced Recovery and Setup Tools
osuninstalltrigger.exe,,More Microsoft Management & Deployment Binaries
osupdatehelper.exe,,Update / patching / fallback servicing
osupgradehandler.exe,,Feature servicing and repair components
outlook.exe,,Microsoft Office executables
outlookaddinloader.dll,,App-related side-loadable DLLs seen abused
outlooksecuritymodeconfig.exe,,Microsoft AutoUpdater components
outlookuxhost.exe,,OneDrive / Outlook / Mail / Edge subcomponents
outofboxuxhost.exe,,UX setup / immersive flows
pack200.exe,,Data exfil / compression tools
packagechecksvc.exe,,Installer rollback and patch state evaluators
packagefamilyresolver.exe,,AppX diagnostics / repair / override stubs
packagehostbroker.exe,,Execution proxies and app model intermediaries
packageinstaller.exe,,Installer and app registration stubs
packageinstallerhost.exe,,Application Lifecycle Management
packageinstallerproxy.exe,,"Setup helpers, repair tools, and decompression triggers"
packageisolationhost.exe,,MSIX / MSI / Side-by-side component executors
packagemanagersvc.exe,,Installer shell and app service stubs
packager.exe,,Legacy Support / Admin Tools
packageresolver.exe,,Application Lifecycle Management
packagerestoreagent.exe,,"Microsoft Store, AppX servicing, and modern deployment flows"
packagerhost.exe,,Installer helpers (non-default bundle managers)
packer.exe,,Misc third-party dev tools / cloud agents
paintdotnet.exe,,PDF / image software
panasonicupdater.exe,,More OEM-specific tools (enterprise & consumer)
partitionbroker.exe,,"Reset, recovery, WinRE-exclusive binaries"
partitionrestorehost.exe,,"Backup, recovery, image management"
partitionwizard.exe,,"Disk, partition, storage tool stubs"
partnercenterhost.exe,,OEM/enterprise app portals
pascal.exe,,Legacy or secondary language interpreters
passcredhandler.dll,,Credential Management and Secure Desktop
passportphotoprovider.dll,,Identity + auth framework components
passwordbroker.exe,,Identity & password migration/flow helpers
patchcompliancebridge.exe,,"Enterprise update, inventory, and provisioning agents"
patchcompliancetool.exe,,Windows security audit & patch compliance tools
patcher.exe,,Updaters / installers (frequently signed)
patchfailoverhost.exe,,"Setup rollback, recovery, and installer fallback EXEs"
patchintegritychecker.exe,,"Windows Installer repair, rollback, and feature healing"
patchmanagerhost.exe,,Rollback and recovery stubs
patchpreparationhost.exe,,Update / patching / fallback servicing
patchreadinessagent.exe,,"Microsoft system readiness, baseline, and installer health evaluators"
patchrecoverybridge.exe,,Windows update retry and patch fallback
patchremovalhost.exe,,"Installer cleanup, MSI repair, uninstaller stubs"
patchrollback.exe,,More post-installation and remediation tools
patchrollbackcleaner.exe,,System cleanup and disk space tools
patchrollbackux.exe,,"Uninstaller rollback, MSI repair, and uninstall policy agents"
patchrunnerproxy.exe,,Disguised EXEs from cracked payloads (sandbox-confirmed)
patchstateanalyzer.exe,,Update / patching / fallback servicing
patchstatusmonitor.exe,,Installer rollback and patch state evaluators
patchvalidationtool.exe,,RPC + MSI support tooling
patchvalidatorbridge.exe,,Windows update error handlers & rollback diagnostics
patchworkflowrelay.exe,,"Installer recovery, resume, and patch fix agents"
payload.exe,,Red team / post-ex tools (as dropped by attackers)
payload_dropper.exe,,Red team launcher-style binaries
payloadautoloader.exe,,"Cracked EXEs used in loaders, UAC bypass chains, and clipper campaigns"
payloadchannel.exe,,Fake EXEs from cracked loaders + crypters (2024 live sightings)
payloadcommandbridge.exe,,Malware disguises from cracked kits / loaders / droppers
payloadconfigsvc.exe,,Cracked/fake EXEs found in malware loader chains (2024)
payloadcontainer.exe,,App launcher patterns found in malware campaigns
payloaddeploysvc.exe,,Real fake EXEs (based on leaked pentest kit output names)
payloaddispatcher.exe,,"Payload disguises (confirmed in malware builders, red team kits, cracked tools)"
payloaddispatchsvc.exe,,Fake/malware EXEs seen in cracked payload builders (2023)
payloaddistributor.exe,,"Cracked/fake EXEs used in stealer kits, loaders, crypters (sandbox confirmed)"
payloaddropagent.exe,,Real fake EXEs from malware & red team loader kits
payloaddropper64.exe,,Known malware disguises from 2022–2024 samples
payloadexec64.exe,,Cracked malware disguises used in loaders and stealer kits (2023–2024)
payloadexecutive.exe,,"Cracked malware EXEs (live sandboxed payloads, Jan–Apr 2024)"
payloadexecutorbridge.exe,,Recent malware disguises from cracked stagers and loaders (Q2 2024)
payloadextractor.exe,,Recently cracked/abused EXEs seen in malware chains (Q2 2024)
payloadforwarder.exe,,Disguised malware loaders from recent campaigns (2023–2024 confirmed)
payloadhelperservice.exe,,Disguised EXEs from cracked loaders and fake utilities (verified 2024)
payloadhostbridge.exe,,"Malware disguise EXEs from cracked loaders, public campaigns, and sandboxed payload chains"
payloadhostsvc.exe,,Real-world malware disguises from leaked/red team toolkits
payloadinjectloader.exe,,Recently seen malware disguise EXEs (2024 kits)
payloadinjector.exe,,"Malware disguise EXEs from cracked RAT kits, stealers, loaders (2023–2024)"
payloadinjectrelay64.exe,,Malware disguise binaries (sandboxed & cracked stagers)
payloadinjectsvc.exe,,Malware EXE disguises from cracked stealer kits and droppers
payloadinjectux.exe,,New fake EXEs from cracked crypters and RAT loaders (2024 sightings)
payloadinstaller64.exe,,Malware builder kit output names (sandbox-confirmed)
payloadinstallsvc.exe,,Highly abused payload disguises in cracked tools / droppers
payloadlaunchagent.exe,,Live fake/malware EXEs seen in cracked kits + stager chains
payloadlaunchsvc.exe,,Known malware disguises from cracked malware toolchains (2023–2024)
payloadlinker.exe,,Disguised malware binaries seen in real-world campaigns (2023–2024)
payloadmanager.exe,,Malware EXE disguises from cracked payload chains (sandbox-verified)
payloadpatchrunner.exe,,Malware disguise EXEs seen spoofing update/fix/sync tools
payloadproxy.exe,,Real payload disguises from sandboxed malware + leaked C2 builder output
payloadproxyhost.exe,,"Red team / cracked malware disguises (sandbox confirmed, 2023–2024)"
payloadrelayhost.exe,,Recently observed fake EXE names in cracked loaders (2023–early 2024)
payloadrelayux.exe,,"Recently confirmed fake/malicious EXEs (from cracked toolkits, 2024)"
payloadrunner32.exe,,Red team and malware loader disguises (confirmed in wild)
payloadrunnerhost.exe,,More post-exploitation helper-style malware disguises
payloadservice.exe,,Red team-style dropper disguises (as seen in offensive frameworks)
payloadsetupsvc.exe,,Cracked / fake malware EXEs seen in 2024 stealer campaigns
payloadstartupsvc.exe,,Malware disguise binaries from cracked toolkits (mid–late 2024)
payloadsyncproxy.exe,,Recent fake EXEs seen in cracked loaders and stagers (Q1 2024)
payloadsyncsvc.exe,,"Fake EXEs used in cracked tools, stagers, and RAT builders"
payloadtriggerhost.exe,,Confirmed fake/malicious EXEs (2024 sandbox analysis & cracked kit review)
payloadtriggerrelay.exe,,Fake/malware disguises confirmed in cracked toolkits
pcalua.exe,,Core Windows LOLBins
pcreset.exe,,Advanced Recovery and Setup Tools
pcscmsghandler.dll,,"Credential, TPM, and smartcard systems"
pcsettings.exe,,Advanced Recovery and Setup Tools
pdqdeploy.exe,,Third-party niche software often found in corporate environments
peazip.exe,,Data exfil / compression tools
pebootworkflow.exe,,"WinPE, Setup, and Recovery environment stubs"
peframe.exe,,Threat research / malware sandbox tools (often repurposed)
peid.exe,,Threat research / malware sandbox tools (often repurposed)
penconfigproxy.exe,,"Input config, HID, pen/mouse/touch tools"
penfeedbackhost.exe,,"Windows Ink, Pen, Stylus and handwriting helpers"
penservicehost.exe,,"Touch, Pen, and Ink input subsystems"
pentaho.exe,,"Data analysis, ETL, automation tools"
penworkspace.exe,,"Touch, Pen, and Ink input subsystems"
peopleappsync.exe,,OneDrive / Outlook / Mail / Edge subcomponents
peoplesynchost.exe,,"Email, Calendar, Contact, and Communication bridges"
perfcollect.exe,,"SDK / WDK diagnostics and binary tools (signed, rarely seen in telemetry)"
perfcorrelator.exe,,Performance logging and event correlation
perfmon.exe,,Admin/Support tools
performanceboost.exe,,"Malware/fraud-themed disguises (real campaigns, not just theory)"
perl.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
perl58.exe,,"i.exe,F# Interactive"
perlbrew.exe,,Legacy or secondary language interpreters
personalizationbridge.exe,,"Shell cache, personalization, and UI recovery agents"
personalizationresetbroker.exe,,"Shell recovery, personalization, and UX fallback agents"
personalizationtoggle.exe,,Personalization and UX shell triggers
personalizationux.exe,,"Hidden UI tools, shell personalization, and control panel bridges"
peview.exe,,Threat research / malware sandbox tools (often repurposed)
phantomjs.exe,,Scripting and automation runtimes
phonelinkhost.exe,,"Mobile device, phone link, and Bluetooth tools"
photoed.dll,,Windows UI & Shell Extension DLL Hosts
photoimportmanager.exe,,"Media, AutoPlay, device UI pop-ups"
photoshop.exe,,PDF / image software
photowiz.dll,,Windows UI & Shell Extension DLL Hosts
pincredentialprovider.dll,,Smartcard / credential providers (quietly abused)
pinentryservice.exe,,"Logon, credential, and secure desktop service binaries"
ping.exe,,Core Windows LOLBins
"pingsender.exe,Runs after session close (used for telemetry)",Runs after session close (used for telemetry),Firefox updater & maintenance tools
pinhardwarebroker.exe,,"Crypto, smart card, key storage EXEs"
pininputhost.exe,,"Credential, secure desktop, and pre-logon agents"
pintlgnt.ime,,Language pack + IME + L10N DLLs (seen in region-specific attacks)
pintool.exe,,Legacy or obscure signed binaries
pkgmgr.exe,,Even more Microsoft Windows binaries
pkinotificationagent.exe,,"Crypto, PKI, Smart Card, and Certificate helpers"
pktmon.exe,,Advanced networking / traffic capture tools
pluginhost.exe,,Lightweight and obscure helper binaries
pluginhostx.exe,,More malware-styled disguises (sideload-ready)
plugnplayconfigsvc.exe,,Driver installation / filter manager helpers
pnpreinstallhost.exe,,Driver-related utilities
pnputilui.exe,,Driver installation / filter manager helpers
podman.exe,,"Docker, container runtimes"
pointersettingshost.exe,,"Shell shims, explorer extensibility, personalization"
policyapplier.exe,,Group Policy & policy enforcement stubs
policyassignmenthost.exe,,Group Policy + MDM bridge tools
policyauditbridge.exe,,GPO/MDM/Intune rollback or policy failure handlers
policyconfigsvc.exe,,MDM / Intune / Smart App Control stubs
policyenforcementhost.exe,,"Policy enforcement, sync, and remediation stubs"
policyenforcerhost.exe,,Policy and update automation stubs
policyengine.exe,,Misc “seen-in-wild” via threat intel or sandbox uploads
policyexecutionhost.exe,,Shell handler proxies & policy-triggered loaders
policyinstaller.exe,,Fake/decoy/mimic binaries used in malware
policylauncher.exe,,Additional sandbox dropper / trojan disguises
policyloader.exe,,Malware-style EXEs (as seen in sandboxes + payload kits)
policymanagerhost.exe,,System configuration + control brokers
policyrefreshsvc.exe,,Azure AD / Intune / MDM / compliance policies
policyupdatechecker.exe,,"More malware-staged EXE names (sandbox-verified, real-world IOCs)"
portablelauncher.exe,,Additional sandbox dropper / trojan disguises
portableworkspacecreator.exe,,Windows Mobility / Roaming profile / To-Go components
positiontracker.exe,,"Location, geofencing, Wi-Fi sense agents"
posreadyinstaller.exe,,Windows Embedded & POS/IoT editions
postbootcleanup.exe,,"System repair, error recovery, and post-crash cleanup"
postbootfixengine.exe,,Scheduled remediation + diagnostic reboot tools
postcrashhandler.exe,,Crash reporting and error recovery EXEs
postcrashrestorer.exe,,"Recovery UX, rollback, crash restore helpers"
postfailureux.exe,,System fallback services
postfailureuxhost.exe,,"System reset, rollback, and boot recovery agents"
postinstaller.exe,,Lightweight and obscure helper binaries
postpatchrecovery.exe,,"Update recovery, remediation, and hotfix staging agents"
postrebootcleaner.exe,,WinRE-only binaries and recovery service hosts
postsetupcleaner.exe,,Uninstall / repair / reset / post-deployment stubs
postsetuphost.exe,,More post-installation and remediation tools
posuxhost.exe,,Windows Embedded / Industry-specific modules
powerautomate.exe,,"Data analysis, ETL, automation tools"
powerbi.exe,,Business Intelligence / Reporting Binaries
powercfg.exe,,Advanced Power & Energy Management
powercfgui.exe,,System control & fallback components
powereventhandler.exe,,"Power plan, device profile, and DDM components"
powerpnt.exe,,Microsoft Office executables
powerpolicyhost.exe,,"Power plan, device profile, and DDM components"
powerpolicynotify.dll,,Advanced Power & Energy Management
powersettingsui.exe,,Control Panel stubs and CPL wrappers
powershell.exe,,Core Windows LOLBins
powershell_ise.exe,,Windows Subsystems & Scripting
powershellbootstrapper.exe,,Script/macro/CLI hosts (abused for proxy execution or sideloading)
powershellhost.exe,,Scripting and developer language runners (edge-case EXEs)
powershellpreview.exe,,Legacy or secondary language interpreters
powershelluxhandler.exe,,"Scripting interpreters, variable managers, & command bridges"
powerswitchconfig.exe,,"Power state, hibernation, and sleep/wake services"
powertransitionux.exe,,"Power state, hibernation, and sleep/wake services"
powerusagelogger.exe,,"Time sync, idle, and system monitoring tools"
prebootcheck.exe,,Miscellaneous one-offs observed in the wild
prebootfailuresvc.exe,,"System reset, rollback, and boot recovery agents"
preprovisionloader.exe,,Legacy policy and deployment tools
presentationcontroller.exe,,Misc “seen-in-wild” via threat intel or sandbox uploads
presentationhost.exe,,Even more Microsoft-signed system-level binaries
presentationuxhost.exe,,UX helpers and projection/display
previewhandler.exe,,"Shell file viewers, thumbnail helpers, Explorer extensions"
previewpanehost.exe,,Shell extension brokers and file picker helpers
previewpaneux.exe,,"Shell file viewers, thumbnail helpers, Explorer extensions"
printbrm.exe,,Admin/Support tools
printconfig.dll,,Print / Imaging expansion
printdialoghost.exe,,"Print, Fax, Scan Side-load Targets"
printenhancementui.exe,,"Print, scan, DPI, font, rendering bridges"
printerpanelhost.exe,,Legacy CPL shims and control handlers
printextenderhost.exe,,"Print, scan, DPI, font, rendering bridges"
printfilter.dll,,Print / Imaging expansion
printfilterpipelinesvc.exe,,Print / Imaging expansion
printisolationhost.exe,,Print & Imaging tools
printmanagement.msc,,Admin/Support tools
printpreviewhost.exe,,"Printing, fax, and legacy doc rendering (still signed, still abused)"
printsettingshost.exe,,"Printing, fax, and legacy doc rendering (still signed, still abused)"
printsvcwrapper.exe,,Misc abused or trojanized EXEs (campaign artifacts)
printui.dll,,Print / Imaging expansion
printui.exe,,Core Windows LOLBins
printuifallback.exe,,"Printing, fax, and legacy doc rendering (still signed, still abused)"
printworkflowhost.exe,,Additional Windows Core Services & System Hosts
procdot.exe,,"Forensics, system analysis tools (many unsigned or edge-case signed)"
procdump.exe,,Sysinternals utilities (can be abused if dropped with malicious DLLs)
procdump64.exe,,"Penetration testing, post-ex tools (if dropped by attacker)"
procdump64a.exe,,Sysinternals/PowerToys/MS diagnostics not already included
processlaunchhelper.exe,,System setup + task UX + ShellExecute hijacks
processstarter.exe,,Known malware disguises / dropper names
procexp.exe,,Sysinternals utilities (can be abused if dropped with malicious DLLs)
procexp64.exe,,Sysinternals and diagnostics drop targets (not previously listed)
procmon64.exe,,Sysinternals/PowerToys/MS diagnostics not already included
procmonlogger.exe,,Performance monitoring utilities
productkeybridge.exe,,"Licensing, entitlement, subscription-based feature enablers"
productkeyresolver.exe,,Cloud/activation/license-related fallback services
profilecloningagent.exe,,"Bluetooth pairing, device sync, and hardware profile tools"
profileloaderhost.exe,,"Roaming profiles, sync, and session state management"
profilelocalehelper.exe,,"IME, input localization, language switching"
profilemigrator.exe,,App model migration and provisioning
profilesyncservice.exe,,File migration and storage sync tools
programremovalmonitor.exe,,"Uninstaller rollback, MSI repair, and uninstall policy agents"
projectionshellhost.exe,,"Surface Hub, projection, and meeting UX flows"
projectmydevice.exe,,"Surface Hub, projection, and meeting UX flows"
projectorshellhost.exe,,UX helpers and projection/display
protectedtaskhost.exe,,App execution + elevation proxies (auto-elevated or UAC trusted)
protectionpolicyagent.exe,,MDM / Intune / Smart App Control stubs
protocolhandlerproxy.exe,,"File association, shell launcher, “Open With” handlers"
protocolmappingagent.exe,,Shell handler proxies & policy-triggered loaders
protocolredirectionhost.exe,,File type / default app managers
protonvpnbridge.exe,,VPN & tunneling client binaries (often overlooked by EDR)
provhelper.exe,,App model migration and provisioning
provisioningchannelhost.exe,,"Hybrid identity, provisioning, and cloud join helpers"
provisioningcsps.dll,,Device management & provisioning
provisioninghelper.exe,,Deployment and provisioning tools
provisioningpackagehost.exe,,"Device Management (MDM, CSPs, Enrollment, Provisioning)"
provisioningrecovery.exe,,"Imaging, provisioning, and deployment tools"
provisioninguxbridge.exe,,MSIX/Click-to-Run + hybrid deployment agents
provisionnetworksvc.exe,,"Network configuration, VPN, and OEM adapters"
provlaunch.exe,,Even more Microsoft-signed system-level binaries
provpackagebuilder.exe,,App model migration and provisioning
provplatform.exe,,Even more Microsoft-signed system-level binaries
provtool.exe,,Device management & provisioning
proxychains.exe,,"Penetration testing, post-ex tools (if dropped by attacker)"
psexec.exe,,Sysinternals utilities (can be abused if dropped with malicious DLLs)
psgetsid.exe,,Sysinternals/PowerToys/MS diagnostics not already included
psinfo.exe,,Sysinternals
psloggedon.exe,,Sysinternals/PowerToys/MS diagnostics not already included
"psr.exe,Problem Steps Recorder",Problem Steps Recorder,Microsoft Diagnostic and Troubleshooting
pstat.exe,,Native Windows troubleshooting / diagnostics
puppet.exe,,Misc third-party dev tools / cloud agents
pushbuttonreset.exe,,"Obscure diagnostics, recovery, and pre-boot tools"
pushnotificationsvc.exe,,Modern push notification and background task services
pushsvcmanager.exe,,Modern push notification and background task services
putty.exe,,Third-party apps commonly seen abused
pviewer.exe,,Native Windows troubleshooting / diagnostics
pvk2pfx.exe,,Digital signing utilities / Crypto / Cert store
pwdresetlauncher.exe,,Identity & password migration/flow helpers
pwsh.exe,,Core Windows LOLBins
pycharm.exe,,IDEs & devtools (beyond VS)
python.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
"python.exe,Often abused in bring-your-own interpreter attacks",Often abused in bring-your-own interpreter attacks,Third-party apps commonly seen abused
python3.exe,,Scripting and automation runtimes
python3w.exe,,Scripting and automation runtimes
pythonqt.exe,,Developer Runtimes & SDKs
pythonw.exe,,Third-party apps commonly seen abused
pythonw3.exe,,Scripting and developer language runners (edge-case EXEs)
qprocess.exe,,More Windows core and admin binaries
qtcreator.exe,,Developer Runtimes & SDKs
qtinstaller.exe,,ISV installers / framework bootstrappers
quartz.dll,,"Display, DirectShow, multimedia loaders"
query.exe,,Core Windows LOLBins
quickaccessmanager.exe,,"Hidden UI tools, shell personalization, and control panel bridges"
quickactionhandler.exe,,"Context menu, drag-and-drop, shell extension helpers"
quickassistbroker.exe,,Feature-specific Windows brokers
quicklaunchfallback.exe,,Tray and taskbar fallback EXEs
quicksettingshost.exe,,"Taskbar, tray, clipboard, and system UX helpers"
quser.exe,,Core Windows LOLBins
qwinsta.exe,,Core Windows LOLBins
radmin.exe,,RMM / remote access tools often used for persistence
rainmeter.exe,,More GUI apps that drop and side-load DLLs
rammap.exe,,Performance monitoring utilities
ramoservice.exe,,Even more Microsoft-signed system-level binaries
rapidminer.exe,,"Data analysis, ETL, automation tools"
rar.exe,,Data exfil / compression tools
rasautou.exe,,Remote admin tools & legacy services
rasdial.exe,,Windows networking tools
rasman.exe,,Remote admin tools & legacy services
rasphone.exe,,Windows networking tools
razercontrolpanel.exe,,OEM Control Panels and Hardware Integration
"rc.exe,Resource Compiler",Resource Compiler,Deep developer tool internals and SDKs
rcp.exe,,Remote admin tools & legacy services
rcsi.exe,,.NET & Visual Studio toolchain
"rcsi.exe,Resource Compiler",Resource Compiler,Signed Microsoft dev tools
rdconnect.exe,,Remote Desktop & Presentation Services
rdgatewayhost.exe,,Remote Desktop & Presentation Services
rdpclip.exe,,Remote Assistance/Remote Desktop
rdpegfx.dll,,"RemoteFX, RDS, and virtualization helper EXEs"
rdpexperiencehost.exe,,VDI & Remote display toolkits (MS and third-party)
rdphost.exe,,"RemoteFX, RDS, and virtualization helper EXEs"
rdpinputhost.exe,,Less common virtualization & network helpers
rdpshell.exe,,Remote Assistance/Remote Desktop
rdpshellhost.exe,,"RemoteFX, RDS, and virtualization helper EXEs"
rdpvideominiport.dll,,"RemoteFX, RDS, and virtualization helper EXEs"
rdvgkmd.dll,,RemoteFX / legacy RDP virtualization
rdvtransport.dll,,RemoteFX / legacy RDP virtualization
rdvviewerhost.exe,,VDI / Virtual Desktop Infrastructure agents and brokers
reactnative.exe,,Mobile SDK bridge/companion tools
readinessassessmenthost.exe,,"Microsoft system readiness, baseline, and installer health evaluators"
ReAgent.exe,,More Windows core and admin binaries
reagentc.exe,,Even more Microsoft Windows binaries
realtek3dprocessor.exe,,OEM audio/video enhancement tools
realtektrayhost.exe,,Third-party signed OEM bundles (common across OEM fleets)
RealVNC.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
recenv.exe,,More Microsoft Management & Deployment Binaries
recenvlaunch.exe,,"Obscure diagnostics, recovery, and pre-boot tools"
recenvsetuphost.exe,,"Reset, recovery, WinRE-exclusive binaries"
recoveryagent.exe,,More post-installation and remediation tools
recoverybootloader.exe,,WinRE-only binaries and recovery service hosts
recoverydeploymenthost.exe,,MSIX/Click-to-Run + hybrid deployment agents
recoverydrive.exe,,More Microsoft Management & Deployment Binaries
recoverydrivecreator.exe,,Backup & Restore binaries
recoveryflowcontroller.exe,,System fallback services
recoverykey.dll,,"TPM, BitLocker, Key Storage"
recoverykeywizard.exe,,System binaries related to BitLocker / Encryption
recoverymodebroker.exe,,Crash reporting and error recovery EXEs
recoverypatchrunner.exe,,"Freshly cracked malware disguise EXEs (sandbox confirmed, mid-2024)"
recoveryrollback.exe,,Rollback and recovery stubs
recoveryscanhelper.exe,,Scheduled remediation + diagnostic reboot tools
recoverystateagent.exe,,"Recovery, event, and telemetry tools"
recoverytransitionhost.exe,,"OS upgrade, rollback, and transition agents"
recoveryuxcontroller.exe,,"Recovery UX, rollback, crash restore helpers"
recoveryuxhost.exe,,"Obscure diagnostics, recovery, and pre-boot tools"
redistbootstrapper.exe,,Evergreen platform components
refreshenv.cmd,,More Microsoft Management & Deployment Binaries
regbypasssvc.exe,,Known malware disguises from 2022–2024 samples
regdeployhelper.exe,,Legacy protocol & INF-based execution bridges
regfixloader.exe,,Red team and malware loader disguises (confirmed in wild)
reginjector.exe,,Additional sandbox dropper / trojan disguises
reginjectorhost.exe,,Red team-style dropper disguises (as seen in offensive frameworks)
reginjectsvc.exe,,"Malware mimic EXEs (live samples, cracked loaders, red team artifacts)"
regionalinitux.exe,,"IME, input localization, language switching"
regionalmigrationhelper.exe,,"Language, locale, and regional migration helpers"
regionalsettingsui.exe,,Legacy Control Panel + SysWOW64 UI redirection
regionandlanguagehost.exe,,"Language, IME, and shell personalization support"
regionconfighost.exe,,Control Panel stubs and CPL wrappers
regionuxhandler.exe,,"Language, locale, and regional migration helpers"
register.exe,,Misc tools often bundled with software and exploitable
registrydecoder.exe,,"Forensics, system analysis tools (many unsigned or edge-case signed)"
registryeditrelay.exe,,New fake EXEs from cracked crypters and RAT loaders (2024 sightings)
registryfixengine.exe,,Malware EXE disguises from cracked stealer kits and droppers
registryfixrelay.exe,,Fake EXEs seen in multi-payload malware builders (2023–2024)
registryfixsvc64.exe,,Confirmed fake/malicious EXEs (2024 sandbox analysis & cracked kit review)
registryflowhost.exe,,System configuration + control brokers
registryhelperhost.exe,,Malware disguise binaries (sandboxed & cracked stagers)
registryhivefixer.exe,,"Fake EXEs used in cracked tools, stagers, and RAT builders"
registryinjecthelper.exe,,Fake/cracked EXEs in malware builder kits (confirmed in 2024)
registryinjectionrelay.exe,,Recently seen malware disguise EXEs (2024 kits)
registryinjector.exe,,Late-stage execution tools (post-compromise persistence tools)
registryinjectsvc.exe,,Fake/abused EXEs from cracked kits & crypters (2023–2024)
registrypatchhost.exe,,Malware disguise binaries from cracked toolkits (mid–late 2024)
registrypolicysync.exe,,Group Policy & policy enforcement stubs
registryrepairhost.exe,,Malware kit/fake EXEs (live threats or pentest tool mimicry)
registryrunner.exe,,Red team EXE names mimicking Windows internals (seen in wild)
registryspoofbridge.exe,,"Cracked malware payload disguise names (sandbox verified, 2024)"
registrytemplatehost.exe,,Policy and update automation stubs
registrytriggerhost.exe,,Cracked/fake EXEs found in malware loader chains (2024)
reglauncher.exe,,Fake helper binaries observed in red team droppers
